title_length,title_word_count,title_has_numbers,title_has_exclamation,title_has_question,title_has_caps,title_viral_words,description_length,description_word_count,has_description,tags_count,has_tags,language_encoded,video_age_days,publish_hour,publish_day_of_week
21,3,0,1,0,1,0,385,30,1,1,0,38,1,0,1
31,6,1,0,0,1,0,1129,103,1,4,1,18,1,0,4
70,12,1,0,0,1,0,0,0,0,1,0,18,0,0,5
89,14,0,1,0,0,0,419,69,1,2,1,18,2,0,1
24,4,0,0,0,0,0,419,69,1,2,1,18,3,0,5
98,17,1,0,0,0,0,660,82,1,24,1,38,1,0,4
36,7,1,0,0,1,0,1012,104,1,13,1,18,3,0,6
63,11,0,1,0,1,1,1041,117,1,22,1,38,3,0,2
70,13,0,0,1,1,0,865,74,1,5,1,18,3,0,2
68,12,1,0,0,1,0,301,20,1,15,1,18,3,0,6
94,17,0,0,0,1,0,1981,262,1,17,1,33,1,0,2
32,6,1,0,0,1,0,1130,103,1,1,0,18,1,0,4
63,10,1,0,0,1,0,308,36,1,44,1,18,4,0,2
7,1,0,0,0,0,0,152,22,1,3,1,38,2,0,0
52,9,0,0,0,1,0,336,36,1,10,1,18,0,0,3
22,4,0,0,0,0,0,634,65,1,1,1,18,3,0,2
84,18,1,0,0,1,0,2982,430,1,50,1,18,1,0,5
62,11,0,1,0,1,0,1076,105,1,17,1,18,6,0,3
70,11,0,1,0,1,0,225,31,1,1,0,38,3,0,0
74,14,1,0,0,1,0,113,17,1,5,1,18,3,0,1
43,8,1,0,0,0,0,95,11,1,20,1,18,2,0,6
62,13,1,0,0,1,0,17,3,1,5,1,18,3,0,1
75,17,1,0,0,1,0,718,68,1,9,1,38,1,0,5
77,12,0,0,0,1,0,443,59,1,1,0,4,2,0,0
16,3,0,0,0,1,0,0,0,0,1,0,38,3,0,3
46,7,0,0,0,1,0,710,47,1,1,0,18,1,0,2
39,7,0,0,0,0,0,3279,425,1,13,1,18,3,0,4
45,9,0,0,1,1,0,666,68,1,38,1,18,2,0,4
32,6,0,0,0,0,0,913,77,1,50,1,24,4,0,4
10,2,0,0,0,1,0,152,9,1,1,0,38,4,0,3
76,12,0,1,0,1,0,1277,135,1,16,1,18,3,0,2
48,10,1,0,0,0,0,413,29,1,8,1,38,2,0,1
19,4,1,0,0,1,0,806,92,1,1,0,38,2,0,4
68,10,0,1,0,1,0,295,34,1,1,0,4,4,0,6
78,10,0,0,0,0,0,1954,258,1,6,1,18,2,0,4
86,14,1,0,0,1,0,175,23,1,7,1,7,3,0,5
26,6,1,0,0,1,0,1762,220,1,1,0,38,2,0,3
59,9,0,0,0,0,0,1047,124,1,21,1,4,2,0,3
95,20,1,1,0,1,0,480,56,1,63,1,45,1,0,4
51,7,0,0,0,1,0,115,4,1,1,0,18,4,0,2
71,12,1,0,0,1,0,225,37,1,9,1,9,1,0,3
79,12,0,0,0,1,0,1122,106,1,4,1,18,4,0,6
45,9,1,0,0,1,0,1546,198,1,1,0,38,6,0,3
29,5,1,0,0,0,0,926,103,1,1,0,4,1,0,5
27,6,0,0,0,0,0,27,6,1,1,1,25,8,0,6
55,10,0,0,0,0,0,3041,375,1,18,1,18,3,0,3
95,17,1,1,0,1,0,1313,205,1,36,1,7,2,0,5
28,5,1,0,0,0,0,462,41,1,18,1,18,3,0,6
71,15,1,0,0,0,0,384,50,1,19,1,38,3,0,1
24,5,0,1,0,1,0,249,18,1,1,0,38,3,0,6
6,1,0,0,0,0,0,163,24,1,4,1,38,1,0,0
53,9,0,0,0,0,0,1423,236,1,1,1,18,1,0,3
48,10,0,0,0,1,0,847,72,1,42,1,18,0,0,1
34,6,0,0,0,1,0,950,71,1,11,1,18,3,0,5
71,13,1,0,0,1,0,1983,320,1,12,1,18,1,0,2
38,7,1,0,0,1,0,1012,104,1,13,1,18,2,0,5
100,15,1,0,0,1,0,857,119,1,36,1,4,1,0,2
67,11,1,1,0,1,0,1248,126,1,5,1,18,0,0,0
54,10,0,0,0,1,0,3399,528,1,7,1,18,4,0,2
34,7,1,0,0,1,0,1012,104,1,13,1,18,1,0,3
71,13,0,0,0,1,0,2405,319,1,20,1,18,3,0,4
91,14,0,1,0,1,0,143,22,1,9,1,4,4,0,4
34,6,0,0,0,0,0,419,69,1,2,1,18,3,0,1
87,13,1,0,0,0,0,0,0,0,1,0,18,3,0,1
40,9,1,1,0,1,0,2236,262,1,1,0,18,2,0,1
48,8,0,0,0,1,0,838,126,1,9,1,24,2,0,3
38,6,1,0,0,0,0,821,87,1,1,0,4,3,0,5
35,5,0,0,0,0,0,1438,218,1,19,1,4,1,0,3
42,7,1,0,0,1,0,1012,104,1,13,1,18,6,0,4
25,5,1,0,0,1,0,523,41,1,71,1,4,1,0,4
66,10,1,0,0,0,0,304,32,1,4,1,7,1,0,5
47,9,0,0,0,1,0,2630,328,1,14,1,18,1,0,2
62,10,0,0,1,1,0,290,22,1,30,1,18,0,0,0
83,15,1,0,0,1,0,1565,203,1,27,1,18,2,0,1
39,6,0,1,0,1,0,169,14,1,1,0,38,3,0,3
96,14,0,0,1,0,0,1042,116,1,27,1,18,2,0,2
74,18,1,0,0,1,0,748,102,1,5,1,38,3,0,5
39,6,1,0,0,0,0,913,149,1,14,1,9,7,0,0
80,15,0,0,0,0,0,367,39,1,14,1,38,3,0,0
46,8,0,0,0,1,0,0,0,0,1,0,18,3,0,5
63,10,0,0,0,0,0,344,47,1,1,0,38,3,0,3
68,16,1,0,0,1,0,505,52,1,5,1,38,4,0,5
65,11,0,1,0,1,0,501,76,1,1,1,18,3,0,5
60,9,0,1,0,1,0,350,31,1,10,1,18,1,0,3
52,10,1,0,0,1,0,894,103,1,46,1,18,2,0,3
49,7,1,1,0,1,0,1026,88,1,9,1,18,4,0,2
26,4,0,1,0,1,0,0,0,0,1,0,38,3,0,4
46,8,1,1,0,1,0,161,17,1,7,1,18,2,0,2
90,17,1,0,0,1,0,670,87,1,48,1,18,3,0,6
25,5,0,0,0,1,0,1421,180,1,1,0,4,3,0,2
45,6,1,0,0,1,0,223,31,1,8,1,38,1,0,0
54,7,1,0,0,1,0,458,69,1,25,1,24,2,0,6
21,4,1,0,0,0,0,797,73,1,1,0,38,4,0,6
26,6,1,1,0,1,0,139,17,1,10,1,18,2,0,1
55,10,0,0,0,0,0,4327,733,1,13,1,4,5,0,3
50,8,1,0,0,1,0,2044,265,1,37,1,18,4,0,0
54,7,0,0,0,0,0,269,16,1,26,1,18,0,0,1
28,5,0,0,0,1,0,294,15,1,7,1,18,1,0,0
21,4,1,1,0,1,0,342,37,1,15,1,18,2,0,1
100,14,1,0,0,1,0,1175,144,1,31,1,4,3,0,2
85,15,0,1,0,1,0,775,99,1,5,1,18,1,0,0
88,19,1,1,0,1,0,866,88,1,1,0,38,6,0,5
32,6,0,0,0,1,0,563,52,1,11,1,24,3,0,0
60,10,0,0,0,1,0,4779,649,1,19,1,18,2,0,4
68,11,1,0,0,1,0,361,42,1,12,1,38,0,0,6
65,10,0,0,0,1,0,3308,453,1,4,1,24,4,0,0
97,17,0,1,0,0,0,208,15,1,13,1,4,5,0,6
59,11,1,0,0,1,0,95,4,1,1,0,18,1,0,6
40,8,0,0,0,1,0,520,50,1,17,1,24,1,0,4
75,11,1,0,0,0,0,2101,235,1,1,0,18,1,0,2
24,5,0,0,0,0,0,490,52,1,1,0,18,0,0,4
65,12,1,0,0,1,0,596,65,1,33,1,18,3,0,4
39,8,1,0,0,1,0,1012,104,1,13,1,18,4,0,0
68,11,1,1,1,1,0,1372,167,1,31,1,38,1,0,4
69,12,1,1,0,1,0,44,4,1,6,1,18,4,0,3
39,7,1,0,0,1,0,1137,104,1,1,0,18,1,0,1
71,11,1,0,0,0,0,71,11,1,13,1,38,0,0,0
23,4,1,0,0,1,0,116,21,1,7,1,18,2,0,2
42,8,1,0,0,1,0,287,25,1,10,1,38,2,0,4
81,11,0,0,0,0,0,1125,138,1,1,0,9,2,0,2
91,13,0,1,0,1,0,513,63,1,29,1,18,4,0,6
95,17,1,0,0,1,0,711,76,1,11,1,18,3,0,4
99,19,1,0,0,1,0,2384,268,1,1,0,18,3,0,2
33,5,0,1,0,1,0,493,81,1,3,1,18,6,0,1
87,14,1,0,0,0,1,1275,165,1,16,1,18,1,0,0
47,8,0,1,0,0,0,1281,99,1,8,1,18,1,0,6
43,6,0,0,0,1,0,0,0,0,1,0,38,5,0,1
70,12,1,0,0,1,0,222,16,1,1,0,38,4,0,4
46,7,0,1,0,1,0,0,0,0,1,0,38,4,0,3
57,9,0,0,0,1,0,921,98,1,27,1,24,2,0,2
84,17,0,0,0,1,0,2056,283,1,32,1,18,2,0,3
84,13,0,0,0,0,0,798,83,1,17,1,18,4,0,3
51,10,1,0,0,1,0,855,106,1,11,1,18,2,0,6
47,9,1,0,0,1,0,358,42,1,3,1,18,4,0,5
75,12,1,0,0,1,0,695,63,1,12,1,7,3,0,6
91,13,0,0,0,1,0,1486,152,1,24,1,18,3,0,2
55,9,1,0,0,1,0,443,67,1,9,1,24,6,0,0
23,6,0,0,0,1,0,1447,261,1,19,1,4,2,0,0
92,15,0,0,0,0,0,2380,304,1,18,1,24,3,0,1
99,15,0,1,1,1,0,292,24,1,21,1,18,0,0,2
86,15,0,1,0,1,1,451,54,1,63,1,45,2,0,2
57,12,1,0,0,1,0,417,33,1,15,1,4,3,0,3
80,16,1,0,0,0,0,0,0,0,9,1,18,1,0,1
29,5,0,0,0,0,0,319,37,1,12,1,18,2,0,1
56,9,0,0,0,1,0,0,0,0,1,0,18,1,0,5
68,11,1,1,0,1,0,258,33,1,29,1,18,1,0,0
53,9,0,0,0,1,0,830,51,1,1,0,18,4,0,0
37,7,1,0,0,1,0,1012,104,1,13,1,18,3,0,4
68,15,1,0,0,1,0,375,58,1,5,1,18,1,0,5
65,12,0,0,0,1,0,376,46,1,9,1,18,7,0,0
26,5,1,0,0,0,0,372,46,1,7,1,4,1,0,5
61,7,0,1,0,1,0,1285,135,1,18,1,18,4,0,6
24,5,0,0,0,1,0,498,37,1,1,0,24,4,0,0
28,4,0,0,0,0,0,0,0,0,17,1,18,2,0,3
40,7,0,1,0,1,0,325,42,1,1,0,18,0,0,1
46,8,0,0,1,1,0,256,28,1,19,1,18,5,0,5
58,9,1,0,0,0,0,808,78,1,17,1,18,3,0,6
29,5,0,0,0,1,0,1690,273,1,1,0,9,1,0,0
88,13,0,1,1,1,0,224,21,1,29,1,18,1,0,3
34,6,0,1,0,1,1,0,0,0,1,0,38,2,0,0
71,13,1,0,0,0,1,450,100,1,6,1,18,3,0,0
18,4,1,0,0,1,0,806,92,1,1,0,38,4,0,5
67,10,0,0,0,0,0,1065,116,1,21,1,18,1,0,1
95,14,1,0,0,1,0,858,119,1,35,1,4,3,0,6
31,5,1,1,0,0,0,235,31,1,6,1,4,4,0,6
58,11,1,0,0,1,0,86,16,1,2,1,38,4,0,3
100,17,1,1,0,1,0,658,81,1,18,1,4,1,0,1
73,8,1,0,0,1,0,253,21,1,6,1,18,2,0,6
78,13,0,1,0,1,0,1324,124,1,4,1,18,2,0,1
91,13,0,1,0,1,0,237,15,1,22,1,38,4,0,5
99,17,1,0,0,1,0,900,125,1,26,1,4,3,0,5
99,15,1,1,0,1,0,2666,416,1,23,1,18,1,0,5
90,14,1,0,0,0,0,405,55,1,5,1,18,4,0,6
83,16,1,1,0,1,0,647,70,1,8,1,38,1,0,6
84,12,1,0,0,1,0,0,0,0,1,0,18,3,0,3
23,4,1,1,0,1,0,161,17,1,7,1,18,4,0,5
44,8,0,0,0,1,0,58,11,1,5,1,18,0,0,1
86,21,1,0,0,1,0,124,24,1,30,1,24,2,0,0
19,4,0,0,0,0,0,3332,490,1,1,0,4,2,0,6
38,6,0,0,0,0,0,2629,449,1,18,1,4,2,0,3
93,16,1,1,0,1,1,1135,108,1,11,1,18,1,0,1
53,10,1,0,0,1,0,1092,101,1,2,1,18,2,0,5
66,11,0,0,0,0,0,1985,258,1,1,0,4,2,0,3
18,3,0,0,0,0,0,1330,218,1,1,0,18,2,0,6
93,13,0,1,0,1,0,405,40,1,3,1,18,1,0,1
86,16,0,1,0,1,0,859,114,1,13,1,18,5,0,6
91,14,0,1,0,1,0,143,22,1,9,1,4,5,0,4
44,9,1,1,0,1,0,434,51,1,33,1,18,4,0,6
42,9,1,0,0,1,0,1499,168,1,32,1,18,4,0,5
69,12,0,0,1,1,0,1024,142,1,10,1,18,2,0,2
63,9,0,0,0,1,0,613,48,1,24,1,24,2,0,4
43,7,1,0,0,1,0,610,43,1,3,1,24,3,0,3
61,11,1,1,1,1,0,319,40,1,6,1,4,4,0,6
62,12,1,1,0,1,0,416,32,1,18,1,18,1,0,5
47,8,1,0,0,1,0,376,45,1,1,0,18,3,0,5
71,14,1,0,0,0,0,428,62,1,35,1,7,3,0,2
68,13,1,0,0,1,0,1187,158,1,16,1,18,2,0,1
58,14,1,0,0,1,0,530,50,1,5,1,38,2,0,1
55,9,0,0,0,1,0,2180,317,1,13,1,18,2,0,4
31,6,0,0,0,1,0,342,43,1,15,1,18,4,0,3
23,2,0,0,0,1,0,1323,85,1,18,1,21,1,0,1
48,7,0,0,0,1,0,962,76,1,23,1,18,2,0,6
27,5,1,0,0,1,0,1392,168,1,22,1,18,4,0,1
49,8,0,0,0,1,0,149,17,1,9,1,38,3,0,5
69,13,1,0,0,1,0,2247,288,1,12,1,18,4,0,5
55,9,0,0,0,1,0,0,0,0,1,0,18,4,0,4
43,12,0,0,0,1,0,250,12,1,1,0,24,3,0,3
30,4,0,0,0,1,0,595,51,1,29,1,18,2,0,5
29,5,0,0,0,1,0,305,33,1,1,0,18,0,0,1
68,13,1,0,0,1,0,699,96,1,31,1,4,1,0,0
49,8,1,0,0,1,0,260,30,1,32,1,18,7,0,4
47,9,1,0,0,1,0,1012,104,1,13,1,18,5,0,3
29,6,0,0,0,0,0,1998,370,1,24,1,4,3,0,2
19,4,1,1,0,1,0,1571,204,1,1,0,38,3,0,3
67,10,1,0,0,0,0,196,24,1,4,1,38,2,0,6
38,7,1,0,0,1,0,1136,104,1,16,1,18,2,0,3
36,7,0,0,0,0,0,2626,449,1,19,1,38,4,0,2
51,8,0,0,0,0,0,544,37,1,6,1,18,4,0,5
97,18,1,1,0,1,0,892,127,1,19,1,18,1,0,5
32,5,1,0,0,1,0,61,10,1,3,1,18,2,0,6
53,8,0,1,0,1,0,223,20,1,11,1,18,4,0,0
44,9,0,0,0,1,0,621,68,1,19,1,18,2,0,4
93,15,0,0,0,1,0,418,37,1,14,1,18,1,0,0
50,8,1,1,0,1,0,461,52,1,17,1,18,0,0,1
75,16,1,0,0,1,0,200,32,1,1,0,38,2,0,6
57,12,1,0,0,1,0,247,36,1,33,1,10,3,0,5
82,14,1,0,0,1,0,229,19,1,31,1,4,3,0,6
75,13,0,0,0,1,0,3223,432,1,11,1,22,1,0,3
63,9,0,0,0,0,0,779,83,1,30,1,9,1,0,1
98,17,0,0,0,0,0,0,0,0,9,1,18,1,0,5
77,13,1,0,0,1,0,96,15,1,8,1,18,5,0,1
90,16,0,1,0,1,0,967,110,1,36,1,18,0,0,0
56,11,1,1,0,1,0,0,0,0,7,1,18,5,0,1
100,19,0,1,0,1,0,981,131,1,33,1,18,2,0,6
91,13,1,0,0,0,0,0,0,0,1,0,38,1,0,6
70,11,0,0,0,0,0,2356,280,1,18,1,18,3,0,4
14,3,0,0,0,1,0,394,38,1,1,0,45,2,0,4
88,14,0,0,0,1,0,153,13,1,3,1,38,4,0,2
37,9,1,0,0,1,0,367,47,1,19,1,38,1,0,3
25,5,0,0,1,1,0,152,9,1,1,0,38,5,0,0
85,9,1,0,0,0,0,1034,135,1,30,1,9,2,0,4
35,7,0,0,0,1,0,2705,423,1,4,1,24,3,0,4
100,15,1,1,0,1,0,116,18,1,9,1,4,3,0,4
83,14,0,0,1,1,0,1433,194,1,1,0,18,5,0,6
35,6,0,0,0,1,0,483,34,1,11,1,18,0,0,1
77,13,1,0,0,1,0,579,71,1,1,0,7,1,0,5
90,19,1,0,0,1,0,1034,215,1,12,1,24,2,0,0
66,12,1,0,0,1,1,500,76,1,19,1,4,1,0,4
46,9,0,0,0,1,0,433,61,1,40,1,4,1,0,5
17,2,0,0,0,1,0,465,27,1,28,1,18,3,0,0
100,17,0,0,0,1,0,1760,286,1,15,1,18,2,0,0
94,14,0,0,0,1,0,2427,224,1,14,1,35,1,0,2
41,7,0,0,0,0,0,1818,323,1,20,1,37,2,0,0
47,7,1,0,0,1,0,451,69,1,24,1,24,2,0,6
57,10,1,0,0,1,0,160,22,1,60,1,25,2,0,4
41,6,0,0,0,0,0,255,30,1,1,0,38,4,0,3
65,12,0,0,0,0,0,128,23,1,11,1,18,5,0,0
89,16,1,1,0,1,0,414,33,1,14,1,18,0,0,3
54,10,1,0,0,1,0,605,93,1,1,0,18,3,0,6
100,16,1,0,0,1,0,751,74,1,4,1,4,1,0,6
68,10,0,0,0,0,0,1193,163,1,12,1,4,1,0,2
48,9,1,0,0,1,0,1013,104,1,13,1,18,3,0,5
38,6,0,0,0,0,0,448,34,1,23,1,24,1,0,2
14,3,0,0,1,1,0,30,5,1,28,1,24,1,0,4
48,8,1,1,0,1,0,660,49,1,1,0,18,4,0,3
74,13,0,0,0,1,0,4783,440,1,27,1,22,2,0,4
28,4,1,0,0,1,0,536,70,1,3,1,18,5,0,1
45,6,0,1,0,1,0,193,28,1,4,1,18,4,0,1
91,16,1,1,0,1,0,841,122,1,40,1,4,3,0,0
84,13,1,0,0,1,0,555,51,1,26,1,18,3,0,2
38,7,1,0,0,0,0,390,65,1,1,0,4,5,0,2
87,16,1,1,0,1,0,1085,110,1,27,1,9,3,0,5
61,9,0,1,0,1,0,345,27,1,28,1,18,4,0,1
61,11,1,0,0,0,0,988,84,1,50,1,24,1,0,6
42,6,1,0,0,1,0,202,24,1,16,1,38,3,0,0
100,19,1,0,0,1,0,948,122,1,7,1,7,1,0,5
54,10,1,0,0,1,0,673,64,1,5,1,18,2,0,1
36,9,1,0,0,1,0,514,59,1,29,1,24,5,0,4
19,4,1,0,0,1,0,806,92,1,1,0,38,3,0,3
20,4,1,0,0,0,0,1026,126,1,1,0,38,4,0,5
52,8,0,0,0,1,0,1713,257,1,16,1,18,3,0,0
88,11,0,1,0,1,0,198,23,1,6,1,18,4,0,0
80,13,0,0,0,1,0,218,18,1,1,0,4,2,0,6
84,13,1,1,0,1,0,781,95,1,16,1,7,3,0,2
54,9,1,0,0,1,0,1012,104,1,13,1,18,4,0,5
35,6,1,0,0,1,0,1563,201,1,1,0,38,6,0,3
56,8,1,0,0,0,0,149,22,1,1,0,9,0,0,4
100,20,1,1,0,1,0,594,58,1,54,1,4,2,0,5
75,13,0,1,0,1,0,53,9,1,6,1,18,2,0,2
96,15,1,0,0,1,0,1335,145,1,20,1,18,4,0,3
99,15,0,0,0,0,0,217,20,1,13,1,18,4,0,1
83,12,0,1,0,1,0,553,64,1,1,0,18,2,0,3
51,8,0,1,0,1,0,1044,144,1,17,1,18,6,0,1
49,9,0,0,0,1,0,1009,121,1,1,0,38,2,0,0
84,14,1,0,0,1,0,781,107,1,22,1,18,1,0,5
71,14,1,0,0,1,0,1948,229,1,29,1,18,1,0,1
11,2,0,0,0,1,0,381,51,1,5,1,4,0,0,4
76,11,0,0,0,1,0,732,97,1,1,0,4,5,0,0
65,10,0,0,0,1,0,1548,231,1,14,1,38,4,0,3
47,8,0,1,0,1,0,0,0,0,1,0,18,1,0,6
52,8,0,1,0,1,0,563,81,1,31,1,38,3,0,3
23,4,0,1,0,1,0,342,37,1,15,1,18,3,0,6
42,7,1,0,0,1,0,330,49,1,1,0,18,4,0,5
66,12,1,0,0,1,0,455,52,1,22,1,18,1,0,2
31,7,1,0,0,1,0,1155,122,1,13,1,18,2,0,0
39,8,1,0,0,1,0,1012,104,1,13,1,18,1,0,5
18,3,0,0,0,1,0,370,40,1,1,0,38,6,0,0
48,7,0,0,1,0,0,304,35,1,25,1,18,5,0,6
45,9,1,0,0,1,0,1155,122,1,13,1,18,1,0,0
72,12,1,0,0,0,0,1276,165,1,16,1,18,2,0,2
84,12,0,1,0,1,0,1232,79,1,23,1,18,2,0,3
37,7,1,0,0,1,0,1012,104,1,13,1,18,4,0,3
42,7,1,0,0,1,0,330,49,1,1,0,18,0,0,5
83,15,1,1,0,1,0,905,133,1,26,1,18,4,0,6
29,4,0,1,1,0,0,599,63,1,20,1,18,3,0,0
66,11,1,1,0,1,0,801,105,1,1,1,18,5,0,3
27,5,0,1,0,0,0,1085,121,1,1,0,4,3,0,5
51,9,1,0,0,1,0,153,18,1,1,0,9,4,0,6
54,8,1,0,0,1,0,1204,184,1,16,1,7,1,0,5
30,6,1,0,0,1,0,1012,104,1,13,1,18,4,0,3
60,12,1,0,0,1,0,861,112,1,5,1,18,4,0,2
58,9,1,0,0,0,0,808,78,1,17,1,18,1,0,6
73,12,0,0,0,1,0,18,2,1,1,0,18,1,0,1
80,15,1,1,0,1,0,0,0,0,1,0,18,0,0,2
54,8,0,0,0,0,0,158,18,1,1,0,38,4,0,5
100,12,1,1,1,1,0,447,23,1,1,0,18,1,0,0
35,6,1,1,0,1,0,589,47,1,3,1,18,5,0,5
57,11,1,0,0,1,0,473,54,1,34,1,18,2,0,1
82,13,0,1,0,1,0,553,64,1,1,0,18,5,0,6
81,12,0,0,0,1,0,379,65,1,1,0,38,6,0,5
98,23,1,0,0,1,0,43,5,1,1,0,24,4,0,1
19,4,1,0,0,1,0,806,92,1,1,0,38,4,0,5
63,9,0,0,0,1,0,1806,215,1,3,1,22,1,0,4
48,9,1,0,0,1,0,1013,104,1,13,1,18,2,0,5
41,7,1,0,0,1,0,1012,104,1,13,1,18,4,0,3
79,13,0,0,0,0,0,332,48,1,5,1,18,0,0,1
62,12,1,0,1,0,0,284,47,1,1,0,18,3,0,6
38,7,1,0,0,0,0,340,54,1,1,0,4,4,0,2
55,8,0,0,0,1,0,1147,110,1,1,1,18,1,0,6
63,12,1,1,0,1,0,1248,126,1,5,1,18,1,0,3
41,6,0,0,0,1,0,976,128,1,12,1,18,1,0,1
62,11,0,1,0,1,0,461,44,1,12,1,18,3,0,1
91,16,1,1,0,1,0,841,122,1,40,1,4,2,0,0
75,11,0,0,0,1,0,418,37,1,13,1,18,0,0,5
56,11,0,0,0,0,0,1358,276,1,5,1,4,5,0,0
49,9,1,0,0,1,0,0,0,0,1,0,18,2,0,3
91,14,1,0,0,0,0,1715,166,1,22,1,18,3,0,5
49,8,0,0,1,1,1,1039,59,1,12,1,18,1,0,2
41,8,1,1,0,1,0,604,43,1,37,1,24,1,0,0
100,14,1,1,1,1,0,3312,450,1,23,1,27,2,0,1
100,15,1,0,0,1,0,1263,130,1,25,1,18,1,0,0
64,11,1,0,0,1,0,585,46,1,12,1,18,5,0,2
6,1,0,0,0,0,0,176,24,1,3,1,4,4,0,3
37,8,1,0,0,0,0,1105,125,1,1,0,4,8,0,5
79,14,0,1,0,1,0,691,84,1,12,1,38,2,0,0
49,8,0,1,0,1,0,520,27,1,26,1,18,2,0,6
35,6,1,1,0,1,0,194,23,1,2,1,18,6,0,4
67,12,0,0,0,1,0,2640,368,1,9,1,18,5,0,0
56,9,1,0,0,1,0,417,33,1,15,1,4,2,0,4
33,5,1,0,0,1,0,176,22,1,21,1,38,2,0,6
19,4,1,0,0,1,0,806,92,1,1,0,38,2,0,6
91,13,0,1,1,1,0,62,7,1,18,1,18,2,0,5
62,11,1,1,0,1,0,193,23,1,24,1,18,2,0,5
10,2,0,0,0,0,0,449,59,1,3,1,18,2,0,3
26,4,0,0,0,1,0,1995,367,1,19,1,24,7,0,6
23,5,1,0,0,1,0,519,79,1,5,1,24,3,0,6
52,9,0,1,0,1,0,410,47,1,19,1,18,4,0,0
99,16,1,0,0,1,0,3544,370,1,19,1,18,1,0,2
5,1,0,0,0,1,0,37,1,1,1,0,9,3,0,1
71,12,0,0,0,0,0,3450,429,1,2,1,18,2,0,4
65,11,1,0,0,1,0,779,96,1,1,0,18,3,0,2
80,12,1,1,0,1,0,327,36,1,8,1,38,7,0,0
33,6,0,0,0,1,0,617,58,1,18,1,24,5,0,0
80,12,1,1,0,1,0,327,36,1,8,1,38,8,0,0
79,14,0,0,0,1,0,2508,339,1,13,1,18,5,0,0
12,1,0,1,0,1,0,801,88,1,1,1,18,2,0,4
67,12,1,1,0,1,0,448,54,1,63,1,45,1,0,0
22,3,0,1,0,0,0,673,70,1,20,1,18,3,0,5
84,13,1,0,0,1,0,4864,810,1,40,1,7,3,0,5
64,8,0,1,0,1,0,1139,114,1,9,1,18,7,0,0
66,11,1,0,0,1,0,652,61,1,1,0,9,1,0,2
50,9,1,0,0,1,0,208,15,1,3,1,4,2,0,6
25,4,0,0,0,1,0,3956,504,1,10,1,4,3,0,4
85,13,0,0,0,1,0,754,86,1,17,1,18,3,0,1
46,7,0,0,0,1,0,245,43,1,4,1,24,1,0,6
17,3,1,0,0,0,0,493,33,1,11,1,4,2,0,0
33,6,0,1,0,1,0,0,0,0,1,0,38,3,0,0
85,20,1,0,0,1,0,70,6,1,11,1,24,3,0,6
58,8,1,0,1,0,0,4393,539,1,24,1,18,3,0,4
98,14,0,1,0,1,0,553,64,1,1,0,18,4,0,1
56,9,0,0,0,0,0,275,37,1,34,1,18,6,0,4
30,6,1,0,0,1,0,1012,104,1,13,1,18,2,0,3
69,12,0,1,1,1,0,216,30,1,20,1,18,1,0,2
35,6,1,0,0,1,0,231,10,1,6,1,24,2,0,3
47,8,0,1,0,0,0,0,0,0,5,1,18,2,0,5
25,5,1,1,0,1,0,0,0,0,1,0,38,4,0,0
74,13,0,1,0,1,0,337,19,1,20,1,18,3,0,2
62,12,0,1,1,1,0,671,70,1,25,1,18,3,0,1
58,7,1,0,0,1,0,0,0,0,1,0,18,1,0,0
33,6,0,0,0,0,0,458,35,1,15,1,24,5,0,6
60,10,0,0,0,0,0,60,10,1,1,0,18,4,0,2
63,9,0,1,0,1,0,901,71,1,21,1,18,4,0,6
43,7,0,0,0,1,0,759,89,1,31,1,18,1,0,1
28,5,0,0,0,1,0,1918,198,1,18,1,18,5,0,5
86,15,1,0,0,1,0,814,128,1,22,1,7,4,0,6
69,12,1,0,0,1,0,451,45,1,4,1,18,2,0,2
43,6,0,1,0,1,0,47,4,1,6,1,18,3,0,6
94,15,1,0,0,1,0,611,50,1,6,1,7,3,0,2
60,12,1,0,0,1,0,263,45,1,22,1,10,2,0,1
51,9,0,0,0,0,0,2450,387,1,8,1,18,4,0,3
39,8,1,0,0,1,0,1012,104,1,13,1,18,5,0,3
65,12,0,0,0,1,0,1292,127,1,6,1,18,2,0,1
88,14,0,1,0,1,0,421,37,1,3,1,18,2,0,3
71,11,1,1,0,0,0,137,25,1,31,1,7,6,0,3
48,7,0,1,0,1,0,278,38,1,13,1,38,2,0,2
69,12,1,0,0,1,0,581,56,1,5,1,18,3,0,2
78,16,1,0,0,1,0,352,42,1,17,1,18,4,0,6
43,7,0,0,0,0,0,238,9,1,11,1,4,2,0,4
46,10,1,0,0,1,0,2284,348,1,21,1,9,3,0,3
100,16,1,0,0,1,0,864,115,1,31,1,4,1,0,6
47,7,0,0,0,0,0,1703,235,1,22,1,36,2,0,6
62,11,1,1,0,1,0,193,23,1,24,1,18,1,0,5
49,8,0,0,0,1,0,1932,226,1,4,1,24,1,0,0
41,6,0,0,0,1,0,0,0,0,1,0,18,1,0,6
45,8,1,1,0,1,0,120,16,1,5,1,18,0,0,1
37,7,1,0,0,1,0,1012,104,1,13,1,18,4,0,3
16,3,0,0,0,1,0,0,0,0,1,0,38,1,0,3
98,17,1,0,0,1,1,676,63,1,23,1,38,2,0,1
68,11,0,0,0,1,0,51,2,1,2,1,18,0,0,3
59,12,0,1,0,1,0,447,45,1,22,1,18,2,0,1
